"SYMBOL","GSM93789.CEL.gz","GSM93920.CEL.gz","GSM93921.CEL.gz","GSM93922.CEL.gz","GSM93923.CEL.gz","GSM93924.CEL.gz","GSM93925.CEL.gz","GSM93926.CEL.gz","GSM93927.CEL.gz","GSM93928.CEL.gz","GSM93929.CEL.gz","GSM93932.CEL.gz","GSM93938.CEL.gz","GSM93939.CEL.gz","GSM93941.CEL.gz","GSM93943.CEL.gz","GSM93944.CEL.gz","GSM93946.CEL.gz","GSM93948.CEL.gz","GSM93950.CEL.gz","GSM93952.CEL.gz","GSM93954.CEL.gz"
"ECT2",2.50782403296297,3.2721632685426,2.91318076053742,2.61248110620175,3.05871041306814,2.7983117135852,2.53359952609059,2.59602368636548,3.06028331304328,2.86781366785781,2.49300824756144,2.78649557813689,3.23716847891417,2.71096760636896,2.81113833853073,3.64238322681606,3.41871230147079,2.99161061490814,3.14991552491538,3.47070155575767,3.08699338607059,3.16703765515542
"EDA",3.04739148805188,2.71758593866608,2.84668870915626,2.94904594022003,2.82348422968585,2.91894633252807,2.84149387269725,2.85557893399506,2.84172994174171,2.76269997029546,2.85650876228111,2.94624100748509,2.64862229263172,2.82145326633661,3.01376938362355,2.76068468187888,2.86628407255313,2.8135663098075,2.82612900254343,2.73117388969686,2.90426489639203,2.80519000115487
"EDA2R",3.31910435519746,3.49998977825321,3.7812090546323,3.29129423899517,3.3749494604619,3.41366892922342,3.32092182989123,3.68592431942406,3.47374419327601,3.36702187816167,3.99597194399851,3.63354754931593,3.31344828638079,3.49193534952419,3.38444175190531,3.3158770284829,3.18364639183091,3.4637327041385,3.66883955611406,3.50777545652882,3.56312840837153,3.27328039540554
"EDAR",4.96458842589207,4.63233573450162,3.97435012724504,4.10804304765241,4.16007870829062,4.25031179371859,4.0046480791053,4.04261078318459,4.15452909575256,4.01938356347631,4.16007870829062,4.00641847436935,4.5571535157244,3.87106244990071,4.40098368350468,4.48634675811492,4.19041077682636,3.97121059861045,4.20963409551243,4.47152272067345,4.44240807345025,4.14061069030468
"EDARADD",3.01753063738587,2.60395208170988,3.05389268823058,2.65963257782091,2.90696480160257,2.90501930448006,3.04013237096036,2.84945600179019,2.7735825475504,2.87967258358459,2.91820687627437,2.83569866104358,2.70119375238994,2.72098740729468,2.7635103118085,2.74799516166051,2.82095271327648,3.50341628779722,3.00185195970038,2.90273887693007,3.18729611546134,2.87457452274303
"EDC3",4.92624868679873,4.66848112894198,4.72458463247835,4.33885519126191,4.45880305269656,4.56462622447184,4.89742490527297,4.48497701354384,4.58316347884281,4.97952634487396,4.57564673986081,4.64239336200092,4.80474572839637,4.68435731751677,4.34328843358757,4.42689353979524,4.66949974409491,4.43729048211454,4.74898983816179,4.81511727048118,4.65574226967246,4.24122789986584
"EDC4",5.81307686608345,5.79369959070406,5.88205392412272,5.70084411263552,5.65075016664011,5.8326475976575,5.39726667736229,5.72852713343512,5.72300541671598,5.83004144460993,5.49172981591534,5.90717283289201,5.87760031691409,6.91696141332283,5.63959829262585,5.4553335632218,6.27747547397672,5.29356117024251,5.5338133798098,5.97234911498662,6.06814832057725,5.29241944612401
"EDDM13",4.28728201520348,3.02843100303182,3.70644951142649,3.69894064186292,3.60855312214682,3.78858541818478,3.57427930582098,3.64085542707238,3.62400748573624,3.79244921585047,3.99323348323761,3.73236423760287,3.38146946174022,3.48632197500044,3.55483165322327,3.28686707997287,3.5511292200019,3.29332153556387,3.77379782001042,3.51644832217463,3.43559957554526,3.61769934433744
"EDDM3A",2.20110062253934,2.00595179551521,2.13866868306151,2.17082497589804,2.07587443749403,2.01198798664223,2.2319513661077,2.06201011048844,2.10394082413086,2.20327095536658,2.14902007239988,2.19257426430255,2.08130876952579,2.22869155438826,2.0849902888783,2.09947819090943,2.00173509124376,2.09392918287283,2.18872357005673,2.04728950910171,2.15601190342153,2.12004365598005
"EDDM3B",2.10885425590979,1.94979248222032,2.11041709043668,1.94190201550788,2.09839354736394,2.09138122215383,1.93765084748617,1.9895331313911,2.17158005102046,2.10375451943241,1.98593845736419,2.06994171672499,2.11464758477495,2.16594751299002,2.1373177601007,2.06090592439769,2.05949368847805,2.07190115671822,2.06005513543035,1.93409009573934,2.11569595677744,2.18414181417694
"EDEM1",6.57957110164937,6.31134342778375,6.22732982116259,6.07715162454046,6.06950323953014,6.52014683272718,5.19755311058778,6.26064669817274,6.78692655305563,5.93698240786429,6.52867387385023,6.41948448547216,6.76544550808667,6.42625789850525,5.73201671406906,6.36695007196286,6.20951368518358,6.32413934216221,6.22830146027633,6.21423253462504,6.33326781241273,6.20753722715348
"EDEM2",5.60322629380349,5.50090262865992,5.31168122082265,5.15926091449022,4.90832151534583,4.46025458294106,4.25761624851035,4.98443612043098,5.27363953303568,5.92459787165243,5.5439295343786,5.2083075777355,5.91936661108412,5.81996631222076,4.99751077491084,5.47741861114082,5.29962997777858,5.59636369610386,5.1253372503739,5.68605258870521,5.4096951310586,5.37705979199984
"EDEM3",4.27057689064574,6.54659765902444,6.20397494539717,4.68677499647311,5.78334361874099,5.56166987827726,5.10073890153428,4.70318803625709,5.598204084677,5.94565407465841,4.74206045700043,6.1995491653868,6.61837058012992,5.61761832223258,6.50734872358278,6.63961181108858,6.6836797385006,6.59349329437749,6.79312499034081,6.99832940735506,5.81973639791906,6.22599356028761
"EDF1",8.33132339188013,8.42024454020897,8.55029104299455,7.99546772972228,8.53710017185237,7.61937216439751,8.06546117351204,8.27865021035245,8.03992177787533,8.67861603035868,8.5804200575241,8.69319050651421,8.76798197865458,8.74602655048687,8.20042033646014,8.63730585341986,8.80787709666399,8.72329221877673,8.68813203475767,8.50169649930366,8.65484747340656,8.13701844612728
"EDIL3",4.5999047342057,6.21091322586119,5.1442415609333,5.06763723358911,5.11775578140684,4.92128959383422,5.20920865393855,4.70121416329431,4.75624307845207,5.09484934109928,5.20994645471585,4.91093923097799,5.53070550065903,4.51670058310056,5.36015072289497,5.2652484528621,4.50171924315832,4.99082968750702,5.3553889116434,5.39343063074323,4.60482400380575,4.75661481329203
"EDN1",4.52357451566881,5.59288519721605,5.76036134628233,4.90077910726429,5.33534240849944,5.04462424584288,3.99218068735877,4.94563285826478,4.92837245890792,6.11839140511549,5.63124710468195,4.98989283879892,5.46337375192346,5.80828988453211,5.87539948603392,5.85136511162744,5.21376909801501,5.5206447686601,5.89724619461194,5.56961112814723,5.51362400159133,6.03509284822477
"EDN2",4.26289992000562,4.76046464572588,4.49355004519303,4.84174314757159,4.47740961457042,4.10748712364126,4.16734624533192,4.00163617994828,4.30023655448651,5.52405567900851,4.53515276302493,4.40745645794817,5.27966197600609,5.17578805485241,4.64488643318256,4.37627626915934,5.12277961442949,5.64601094543468,4.78280089292281,5.07768334932995,4.92644098078927,4.57751308007272
"EDN3",3.42491934530018,6.09457771493783,6.43284094690289,4.51234507826862,5.86120016986827,3.84174090725202,3.05802587565101,4.40068803765225,5.61419581027855,5.74280485908026,6.10449708144535,5.80345649971519,6.62120193295462,5.94370472374636,6.24120478022911,5.99767158362523,5.38957994938743,6.55756861226499,6.26510121439446,5.77278310996858,5.96963814546122,6.04085040371941
"EDNRA",3.56558854773939,3.79608640696626,3.53044442331966,3.86193709895919,3.49828888182839,5.57124743447223,3.57064057450528,3.25168043716742,3.25095008138532,3.66545996290394,4.24636254535258,3.22480711906963,3.23214725248548,2.99018967531156,3.18096081188252,3.06698990393672,2.90169513996822,2.94761123810452,2.71328230185254,3.19607400571225,2.65510018712768,3.36942952075797
"EDNRB",4.06203363294251,6.05719374049527,3.7418666490674,4.35693405606161,4.84586701321812,4.34347740063591,3.92388467781015,3.95096923597609,3.86292458988616,4.00504444798717,4.33632201033103,3.36069279941231,5.27688791680023,3.86091296926484,4.43697734066949,5.11779692260021,3.60256903590975,4.77404406558939,4.12188006877997,4.81751510052801,3.93186112226138,4.602504495049
"EDNRB-AS1",2.35335089451769,2.17743312368651,2.38471053878341,2.18973650097225,2.34252026201666,2.23717036137728,2.45347135717324,2.45947899522203,2.49664096590045,2.61240078320389,2.33807079345415,2.30500231223063,2.20945483688729,2.04520704726728,2.49664096590045,2.36601829989953,2.18201600223248,2.12907994971751,2.47397122750737,2.34879162476118,2.29475486869925,2.42303679610542
"EDRF1",3.55878063056615,3.99802436720778,3.65775533657678,3.72489905586842,3.84826777238748,3.77015001499724,3.47063309762817,3.66363551106777,3.96422289274516,3.70906820683538,3.61142580427721,3.81135688451583,3.64116460909559,3.84912497247154,3.99415474779916,3.84121648111726,3.88699797815414,3.71422556850332,3.95653577173042,3.6757946680045,3.77465580278323,3.78214670162635
"EDRF1-DT",2.67392209032216,2.53713574717019,2.50239195799718,2.48473544584427,2.56271138021249,2.56133948955243,2.63109655682047,2.44987894028038,2.55889212466937,2.44005454660913,2.5686481215644,2.61026819877641,2.60512074825545,2.52853913192098,2.47704595176951,2.37245686205206,2.59480229852563,2.6563611598867,2.56216557587322,2.46946586388598,2.55787508228243,2.67649277156029
"EEA1",2.98135727294009,4.0160100652726,3.78999697549809,3.50942423436046,3.84671512863317,3.82322386815738,3.6507147177282,3.35886278553176,3.47910409723412,3.38361613110859,3.24596238520273,3.55966384146382,3.83905981833065,3.67762550591291,3.69253006915114,3.91103985921241,3.92842353129879,4.01491191033065,3.86844158213395,3.95046338893091,3.68916113319722,4.17336083675265
"EED",4.10539108740379,4.2434440250397,4.30742827825109,3.93428349035603,4.3445065280285,4.42810489565816,4.13419244473069,4.08473672024464,4.20046748897535,4.23689038107024,3.99113961026351,4.1082062853505,4.13582596431179,4.26623206370151,4.20338502920741,4.77874271466862,4.7911824740542,4.07974463446931,4.74803640548098,4.35964851298008,4.51847988219482,4.64571114695972
"EEF1A1",10.7421246405309,10.9160740821361,10.5077407774559,10.6733434373131,10.7294821232139,10.7903138790254,10.8290172377031,10.8250215144426,10.6688521562481,10.5448811780441,10.456065751398,10.5511507363722,10.589758208159,10.3799497147256,10.693065316916,10.8236226830965,10.617044587294,10.410133641515,10.645790674675,10.7594301055551,10.2629092806586,10.4720683248609
"EEF1A1P5",12.5192144571876,12.5993081254007,12.2601419185832,12.5571406295855,12.3284767031055,12.4684033595341,12.470837385411,12.500066703843,12.3970237220198,12.0488597806694,12.2303027626028,12.4391200736821,12.2458066843872,12.2881061590016,12.3391670850723,12.3597288879395,12.3136701230548,12.1321779438762,12.2296177301338,12.309444358673,12.2921564491743,12.177853623038
"EEF1A2",3.6845672417469,3.67773442518574,3.79961091188367,3.91425681176965,3.73429426405423,3.69950088823014,4.19979531934391,3.7969730748237,3.64602652249277,3.99515410351801,4.0469724522072,3.73141951054454,3.62798235968856,3.12836437436734,3.37720176133524,3.93314299657476,3.47653202315186,3.52306804205,3.66459538981773,3.46505939433634,3.33599424178663,3.58675941429252
"EEF1AKMT1",6.2806065201569,5.23688282184614,5.2966146074591,5.42239795323543,5.4082715971487,5.73688631722229,5.5058914765337,5.93280854468524,5.26286162131346,5.34444388112664,5.3467217548364,4.87489982816515,5.31362020713016,4.82167718864639,5.2058916561206,5.26667528918342,5.17787962289624,4.91894496957081,5.14990023512738,5.20066089241363,5.25855458998684,5.33703494867389
"EEF1AKMT2",3.75549576729192,3.83916817082807,3.93181547128835,3.32229234985513,3.78414127683337,3.7276018273156,3.56949144967093,3.61228683791129,3.64669000531418,3.5411941864591,3.54322405136221,3.58939865974208,3.74874942203932,3.80481903138974,3.69135913587942,4.13307668296709,3.97153158535855,3.57999311394956,3.78515256309239,3.89224929834715,3.92886742900726,4.02460529432184
"EEF1AKMT3",3.77704279122561,4.21672966537648,3.79528730870077,4.04886797115858,4.12695974821891,4.08795571508738,4.69698819698843,4.00497416441414,3.83641653580449,4.16223732473109,4.29305600122903,3.82735565582508,4.6339141119666,4.19255747599097,4.52532491485647,4.16159574660637,3.66773462834762,3.8781624835506,4.12138796803731,4.35272668999515,3.83803022174167,4.13545380073594
"EEF1AKMT4-ECE2",5.48847006934587,4.15762360334563,4.24853397914102,5.01058027240201,4.70708635341748,4.65452060528173,4.68404081987716,4.73915990985259,4.77132300522497,4.71944678480632,4.73523847431256,4.65593355045949,4.1914881361491,4.32548345697419,4.50467012701322,4.48550821685689,4.15577699180488,4.65973440806768,4.73280703589395,4.52866664124631,4.94729633534757,4.75435963676888
"EEF1B2",10.9586588723087,10.4509394930736,9.4211648132031,10.1376678288325,10.0213555504123,10.6387158047094,9.96172979297006,10.7667845078354,10.717674551854,10.3387377322386,10.1491736687138,9.47343278190641,10.3657235224908,9.8961861173672,10.3104623642807,10.5621575236139,10.4771086978168,9.89374186880771,10.3963710917075,10.2960958132815,9.95779028622358,10.5339463359803
"EEF1D",7.39226988756574,6.36223309225974,6.4335756875747,6.78548506721868,6.8205248742874,6.83434794707326,6.78356455925861,7.25555837815796,6.77351793995745,6.47958761747369,6.67927849023378,6.90054433239905,6.26521811282266,6.89782255108233,6.2670977768843,6.30161942758294,6.631106632389,5.89933738766056,6.11138095905295,6.38091253140617,6.88044105988301,6.6478447889267
"EEF1DP1",11.2193164399547,9.7999197369918,10.5193505585888,10.8866091662148,10.6250791223148,10.8277485483588,10.9954496938857,11.0335529716431,10.6106927324542,10.4024499581708,10.7227747920018,10.799832978465,9.95680196223502,10.8014289183634,10.3063958526903,10.2437716825925,10.3106969512138,9.85784447436685,9.78749093406896,9.86977703595913,10.6541489660684,10.1343313231377
"EEF1E1",4.4945681332454,4.33554777575626,3.64681159218089,3.98675502002743,4.56986331934477,4.2444662210454,4.2444918247275,4.42653627561094,4.48246584115895,4.0608927672883,3.74681064003109,3.93682340793123,4.40875937717973,3.61772203709808,3.71143519381679,4.32510854328909,4.18356209463373,3.89195520518558,4.25131446559867,4.33357406874728,4.01169626897534,4.38010522356354
"EEF1E1-BLOC1S5",5.40019889623301,4.94670140174971,5.16943215697414,4.93400498574782,5.2984530398202,5.3688753840721,5.04644855136217,5.24439783735292,5.37708657409304,5.01459678722751,5.06926843443433,4.9200484116701,5.02768232708025,5.27210409232486,5.27684816294783,5.48250145284976,5.56152552896681,5.17654435483581,5.13454413716458,5.30028669144443,5.17850742422639,5.51450550447918
"EEF1G",11.9368552402839,11.8227380052025,11.4695090120342,11.6280030127158,11.3987674823296,11.7567320272518,11.7321873426262,11.8418867659981,11.6449043058565,11.8497478197256,11.6563528554798,11.4048442161846,11.7877361336066,11.7068464569229,11.8004288866183,11.9235898117512,11.7794813775803,11.3396200598579,11.6456112556755,11.8549378381682,11.2586104879414,11.5248394400971
"EEF2",11.3001906759194,10.596452834923,10.4144986758205,10.9341554107728,10.0767934554963,11.0171834791422,11.3136322202481,11.1501795467277,10.5918554924044,11.0406107412664,10.8760670094317,10.652175974735,10.9785504827077,10.8576759426726,10.7513301240461,10.6475646538203,10.8499651899876,10.5971850744899,10.5150363362903,11.1110893719177,10.4842515166017,10.4101551331898
"EEF2K",5.74659842686969,6.89207252624747,7.11526545907325,6.40978446185528,7.1851563590746,6.7118330986516,7.61514357134384,7.00752513946321,6.50353135322633,6.33779019190924,6.63984092345452,6.32299859553872,6.90055261596187,7.11442273635871,7.15448092238693,6.99239415500886,6.66021301925808,6.77148373932273,6.66170789166195,6.68206818141304,7.11840839406155,7.09948546736418
"EEF2KMT",4.20990048453466,4.36056258024854,4.24565700109552,4.48180933815588,4.58306427063294,4.29062950784847,4.55044896187931,4.41627665779844,4.35688831354685,4.41545811968085,4.19307970282399,4.36707605782925,4.06679349834855,4.33126697230908,3.93702174139538,4.3809565938894,4.51190701857944,3.81158771196831,4.52092215706773,4.23035934572369,4.15574251276233,4.55473521123162
"EEFSEC",5.20744601812351,5.26496856943405,4.38577758333813,5.25335422947122,4.79961374447498,5.03590068713076,4.96760123495624,4.79864077365935,4.82176655854289,4.99685639033821,5.23439033494911,5.01007679039908,5.20081129737322,4.9648527900536,4.48200603011421,4.56983402166042,4.7853807039045,4.81400914656023,4.48065010339516,5.03826516097132,4.57968425921166,4.55518526574126
"EEIG1",5.15788560403201,4.44548565142821,4.89371590447463,4.93123575565005,4.78803034452748,4.47103694972371,4.62401871826037,4.98364302569847,4.86545787510338,5.03092135385044,5.16458953605764,4.73958674259957,4.8310875072423,4.91205088138087,4.60045702299238,4.50351508749477,4.86359083318008,4.7698234656774,4.92771561588343,4.80810560740414,5.01702077781226,4.7479485204382
"EEIG2",4.81612895605656,6.98482568288994,7.33198323808758,6.46867752478165,6.91770551947116,5.90063030291018,5.3311981347602,6.07731460407108,6.36568138862297,6.54824907154108,6.99820644323896,6.69491457920606,7.25375345661194,6.8378775632224,6.98450889510423,6.97944947638003,6.32214846114936,6.81091150064195,6.64611810120211,7.12491850340674,6.22015181710452,6.77993687839861
"EEPD1",3.68995826796187,3.53908874746828,3.64816079092492,3.64539864923031,3.7348033075861,3.49835340391907,3.71899038257635,3.60080316720614,3.68353869672623,3.76132058976942,3.84361881700613,3.62036330299438,3.65934646244235,3.85502417177827,3.56097100239921,3.49657966764984,3.48555186076583,3.47629915503172,3.74893830233718,3.69024898622221,3.40599097602965,3.53164228357357
"EFCAB11",2.96217242706421,2.8843268658866,2.87634727905971,2.73796082837376,2.94344250816361,2.96462028559356,2.92805543544106,2.79680181706689,2.94635088318994,3.10230724927959,2.94132233923695,2.87484293540918,3.04667073325442,2.74038466473441,3.0674691738667,3.17572235060182,3.14469519182152,3.02116224805771,3.01771484318225,2.93953824736931,3.18768569616144,3.19242364363397
"EFCAB12",2.59820049726276,2.39892148804359,2.19391681044472,2.4973505950069,2.46087550699515,2.62728631777802,2.35761241361278,2.41260060659884,2.20622046400763,2.45947899522203,2.4703313188226,2.41808165752524,2.55753751156854,3.10523753334767,2.27558460834488,2.55443801061307,2.62314628044023,2.45774186639429,2.44954697920322,2.44296099832652,2.42815241432875,2.45263182475951
"EFCAB13",2.57925266090503,2.42492875102945,2.28791016467556,2.61279186052434,2.42222897552717,2.41609352222706,2.50791162770929,2.37344744420788,2.44337852699855,2.4451173274931,2.46556792187758,2.33085929068111,2.31494487869334,2.22322966628173,2.4952670641042,2.25721055522406,2.32443352926338,2.34429173259593,2.47801145501421,2.30627370795832,2.46965290740001,2.51510062716694
"EFCAB13-DT",2.33799700303279,2.09970112102762,2.32664917312424,2.32614826232063,2.079944830346,2.14759866718918,2.29542909182829,1.99289241285501,2.26936087928929,2.26336411701372,2.33344173468266,2.2081461159933,2.23018819258069,2.05957293925117,2.18222219032563,2.29667938597768,2.0617408926016,2.00119337024185,2.28416124419139,2.13321019175802,2.30296124384329,2.26936087928929
"EFCAB14",4.87140152061642,5.62693564086333,5.35673839320849,5.01988630870851,5.05498407046524,5.08774992293267,5.13313132309548,4.97193865839626,5.22645791881901,5.27557020010101,5.16717369422454,5.19991913008361,5.43359103093246,5.17702280224428,5.37970263576308,5.57965043018201,5.19001603828595,5.37911813841397,5.36230357226931,5.56220905363074,4.90402974800387,5.22716213077053
"EFCAB2-AS1",3.00059185357441,2.78253567439357,2.99827049276362,3.0331665634035,3.22158930980532,2.89028186982665,2.97862202809514,2.86761997495354,2.98375939550152,2.92826087950843,2.97305445929547,3.04189044503439,2.87369589022215,3.05238764942914,3.06158635903023,3.008863907975,3.18764815609914,2.77619672731103,2.88851066444137,2.83425403667774,3.00096305777564,2.86862083658438
"EFCAB3",2.01862358168822,1.83554903602692,2.2987515877446,2.10576646138414,2.15887781099856,2.24645030221546,2.18543374549783,2.01094099429092,1.97372840685034,1.9999555641098,1.86452351348341,2.1914271900095,2.0695051620793,2.02829934517533,2.05986074839109,1.98489601894888,1.77813838177073,2.31176743508017,1.90293815848566,2.0070728721732,2.04630025272572,2.0284755623081
"EFCAB5",2.432945552581,2.00399529035578,2.08765478185859,2.16338405641475,2.10985874010816,2.19553469194899,2.10638683380461,2.00559806442301,1.94307457864823,1.81804308064675,1.9352654244638,2.0320880229668,1.92617593909141,2.14536686819355,2.17727914136753,2.13893575273853,2.10456902157178,2.11966344769883,1.99305236781003,2.01837173528624,2.13941872574658,2.18341110079858
"EFCAB6",2.61709114513357,2.53445468906244,2.51264063495837,2.47154356245734,2.41726331940721,2.5722869026242,2.45702786724573,2.47602044422184,2.46149117236847,2.49010044439525,2.53443704436091,2.41013337308864,2.52448401848786,2.40400546848713,2.53376695421203,2.40587203328906,2.31189632624452,2.4257901040621,2.48867330859649,2.46216482349286,2.46248094556097,2.53104793231345
"EFCAB7",2.7210892121446,3.08624783199636,2.69642810090295,2.87746291236361,3.25856606070469,3.71635965663916,4.20769547176974,3.77788217867621,2.91881644986304,2.64707864413295,2.49266966789414,2.51491390944115,3.1581153313899,2.3446320937506,2.95015703245283,3.02758205026192,2.79939389932409,2.22396425325382,2.66242537117163,2.87849786846868,2.47371493162384,3.31515817787915
"EFCC1",3.6527934239706,3.14983773332473,3.43593666300271,4.06074458438347,3.38222237362083,3.50177415369112,3.53003780476778,3.43435614136068,3.139965155984,3.47447812013199,3.68303887878244,3.3850824888617,3.09735222114705,3.18121909619093,3.74819488764245,3.16603583672577,3.27791897903226,3.16099536451032,3.17241412316795,3.18297665759048,3.33259151171174,3.27007443552649
"EFEMP1",4.72801912282849,5.37020302884238,4.63111672566276,5.54419853451728,5.56422146095496,4.79606162618024,3.82388088235852,3.95321387990411,4.54684853069842,4.89541692919934,5.89725581417665,4.27751910824452,4.03184277944511,3.29732908584552,4.50526139507929,4.07076373830406,3.28756020586145,3.20423139359419,3.36945623235253,3.73097145069663,3.28986712886269,5.03336501031765
"EFEMP2",6.65222128031555,5.65014439253238,5.47333751900507,6.30522294855519,6.03225535409172,5.67525606611026,8.11061155199843,7.05036037263164,5.39012487108609,5.97966803128622,6.1760264742337,5.63422456733224,5.09847453073557,5.0080767798988,5.34598507098422,5.11969910644336,4.55985642018769,4.3505040464061,4.6671081219605,4.71350480364946,5.01158648656519,4.95639233856465
"EFHB",1.97835877942482,2.10695671587058,1.97879078003062,2.05568316791977,2.11141506769504,1.93838575734506,2.09658588349182,1.9061021045086,1.83319223613995,1.96159504129336,1.99999631909948,1.93952103276807,2.01898982412746,1.89639587133677,1.75452527794137,1.83680725171514,1.87888463973572,1.94558206756684,1.93580515401954,1.96734528884524,1.85727985717846,2.08332853569426
"EFHC1",3.37334975835207,3.41639797258807,3.99778696214567,3.89332359570144,3.61830277090762,4.0118354885505,3.40339140033008,3.75631465676745,3.85384980543575,3.48748258943947,3.99264917607385,3.80220464331272,3.62238167637267,4.37155188914201,4.23864498687221,3.79630430680192,3.87060974047205,3.29986035766471,3.76129783273471,3.7779325611436,3.9789307862254,3.52545303343705
"EFHC2",2.67724964288456,2.70636750600216,2.45991726524376,2.50634690951651,2.60440472830011,2.54350493867927,2.66735959061944,2.4234427933122,2.61169482903247,2.97735121568966,2.44323582496246,2.48877770652995,2.99734258116322,2.91442001417199,2.54876029390407,3.13758390457693,2.97140363741318,2.8142729877675,2.87220323038562,2.87666478996432,2.64919466942156,2.87169156896057
"EFHD1",4.76691225252616,4.30805967668888,4.33461461592458,4.96399646796074,4.5913390084279,7.1717903859344,4.48727670763546,3.60396384288802,4.19635405861512,4.97066957073925,5.33881516664352,4.18689032833682,3.48486086504673,3.50627920589715,3.97692251161146,4.10698154932977,3.79885877111459,3.79959598650002,3.83096036613851,3.51831922496862,3.3892047063606,4.00354823116719
"EFHD2",6.52836164880014,6.73724187378749,7.25922074101799,6.14752015722701,6.51485683645897,5.93086729542597,5.70198694914,6.61758576781421,6.71615006489674,7.40977845136667,7.3219590217354,6.97299617674591,7.43823214031358,7.76697937041421,6.39970024873709,6.81433993621856,7.18659701498012,7.50212184914789,7.21601847744756,7.31156789154124,7.16343381441585,6.66996930904817
"EFL1",5.10164263126037,6.30720270174241,6.66088399430369,5.05105416634409,6.22164693472755,5.7084468338564,5.98948900685788,5.62961219520256,6.06430898080507,6.70507198625343,5.94237364944398,6.29892842157526,6.86488771683187,6.20844179762858,6.36653599712178,6.69680025994136,7.1616815632491,7.01668958119119,6.80605852295561,6.56736544101555,6.45951171991431,6.46976521340351
"EFNA1",4.99904018722581,8.57108778060587,9.67013853756182,7.87933922609946,7.97322822607724,5.41877920774236,4.81957055116784,7.6505465445906,8.65812252049578,7.71536477848324,8.63458989068487,7.13208895739834,8.9621020264233,8.52684632409394,7.67703146629359,9.00824917561056,8.42789154474115,9.02217257541338,7.17996312817341,8.17976189388293,9.29470797848462,7.61721730102099
"EFNA2",3.36898867120844,4.2699104437892,4.36383256000419,4.10896601890412,4.33827848389548,3.81004158642737,3.01141669712402,3.99856929083735,4.14104508306333,4.46247886056557,4.32126321474705,4.56535168409459,4.34088437412695,4.32888067078954,4.31299890380713,3.94491572748911,4.52402239825196,4.70783265297418,4.33915014597158,4.23185958542542,4.62543651907472,4.23962593424478
"EFNA3",5.88833966205075,5.36711416588173,5.63192616900205,5.36376586353072,5.19398323188602,5.01383546258653,5.02813176625993,5.42374757487758,5.30180046777939,5.02358272970033,5.35683712014016,5.32672754941489,5.85658204398277,5.37932844013171,5.25608030261251,4.95689962889735,5.31709141678785,5.54995077303429,5.53598982760397,5.64640344919116,5.87832643730516,5.76636762665001
"EFNA4",4.28537256206476,5.9319784421843,5.21766388157388,4.08226255257685,4.52658498228148,3.63647425474841,2.79720428880021,4.36059830501517,4.5143508470123,4.96547935181043,4.55153837630346,5.12310194393219,5.66450014029208,5.12570075836752,4.53366530562365,4.63364914926773,5.17349156213427,4.96063786550492,4.47220335380676,5.28797462382909,4.97500924201752,4.85225122990952
"EFNA5",3.99205380069114,4.10596968839167,3.79986105743213,3.94079527367843,3.8191077032593,3.9582509283709,4.68225695302075,3.7447772276131,3.7557173312611,4.00758528630444,3.68136425634403,3.9311466691171,4.10206331542487,4.04024820789599,3.75226164639431,3.79460637792891,3.93264248222793,3.71967843750836,3.88181507000635,3.96752351265602,3.48331598499869,4.4551471027463
"EFNB1",5.30655444845199,5.41719681012017,5.29901700191517,5.4813412737433,4.80223148758142,5.05760411848015,4.51837590084502,5.17833010205128,5.19439055190536,5.80088960963155,5.53107845878683,5.69658857781349,5.56895498558389,5.22584250916367,5.53324200935653,5.09931035867107,5.0558599769222,5.40806503948426,5.2142365437861,5.75334134239456,5.21234289915507,5.05024649200521
"EFNB2",4.91964605656333,7.51027941105017,7.64321735008373,6.82809663725842,7.94080894192063,7.13848962381839,6.49571309540469,6.49379447443562,7.54615089661519,7.98818116049994,7.22548143888236,8.35777074639085,7.42928436443326,7.89418066994512,8.0928831085795,7.74436790323254,7.73091525870095,7.66003385381596,7.94512808948678,7.94137050960319,7.96473491977081,7.84723907567716
"EFNB3",3.69744139826391,3.24790675416957,3.20334093263007,3.21457787682471,3.22769505417746,3.4095114699756,3.1981400085467,3.06445887951801,3.17425705418521,3.30858346093372,3.28692417363232,3.12774270638587,3.16576621954797,3.24737442960961,2.98800002484799,3.17311688231367,3.24345368721489,3.1397742104849,3.18627250959794,3.15427722885279,3.41027586269062,2.93852656405907
"EFR3A",6.62991088055688,7.51199352923954,7.68954303758647,6.86570403586052,7.46922239474816,7.63544162733479,8.35869571490583,7.88824844575939,7.19396725624703,7.16312916188754,6.82051099340581,7.04296546201949,7.32594916026497,7.35686765615853,6.89852125122153,7.72129934428792,7.45576229683181,8.31435279513295,7.79360716650402,7.84691080659075,7.45529326999035,7.75467725030294
"EFR3B",4.14679848927771,3.23491538459945,3.45789737116425,3.56682686802677,3.43930273721487,3.45556709371917,3.36985798695218,3.63245050669524,3.51122773677608,3.32848286804124,3.41578226610118,3.62969739134375,3.43383566992244,3.44835868216,3.71840794403361,3.49218032575422,3.30421008631074,3.25792916522059,3.63131538388659,3.42553274045024,3.58886442872287,3.66911669418015
